user_id,job_id,rating
141,10220,1.75
141,10399,1.75
141,10426,2
141,10435,2.5
141,10594,3
141,10775,2
141,10783,2.5
141,10786,2
141,10803,1.75
142,10051,3.5
142,10129,2
142,10476,1.25
142,10498,2.25
142,10672,2.25
142,10721,3
142,10809,2.25
142,9973,1.25
143,10066,3
143,10151,1.75
143,10153,2.25
143,10195,2.5
143,10200,2.25
143,10201,3.25
143,10226,1
143,10241,2.75
143,10246,1
143,10248,2.5
143,10262,1.75
143,10595,2.25
143,10620,1.5
143,10656,3.5
143,10684,2
143,10688,2.25
143,10785,2.75
143,10798,1
143,10818,2
143,9975,1.5
144,10043,1
144,10130,2.5
144,10134,1.5
144,10293,1.75
144,10350,2
144,10437,1.25
144,10446,1.25
144,10497,1.25
144,10546,1.5
144,9989,2.25
145,10144,2
145,10223,1.75
145,10441,1.5
145,10660,1.5
145,10712,1
145,10759,2
145,10839,2.5
146,10166,1.5
146,10448,1.5
146,10583,1.25
146,10605,1
146,10715,1.5
146,10808,1.25
146,9997,1
147,10009,1.75
147,10038,1
147,10123,0.75
147,10157,1.75
147,10562,0.75
147,10601,2.25
147,10683,0.5
148,10120,0.25
148,10255,1
148,10310,1.25
148,10322,0.25
148,10512,1
148,10528,1
148,10634,1
148,10697,0.75
149,10078,2
149,10147,1.25
149,10274,3
149,10442,2.75
149,10548,2.5
149,10601,1.75
149,10706,2.75
149,9954,1.5
14,10169,2.5
14,10305,2.5
14,10406,2.5
14,10480,2.75
14,10516,2.5
14,10522,2.25
14,10541,1.5
14,10774,2.5
150,10000,2
150,10024,2.75
150,10153,3.25
150,10200,1
150,10243,3.25
150,10427,2.75
150,10518,2
150,10666,1
150,10742,2.75
150,10783,2.5
150,10824,2.25
150,10828,1.25
150,9989,0.75
151,10004,2.75
151,10048,2
151,10408,2.5
151,10530,2
151,10568,3.25
151,10642,3.25
151,10656,2.75
151,10753,2.5
151,10786,2.25
151,10815,2.5
152,10259,2
152,10293,2.25
152,10294,2.5
152,10372,1.75
152,10434,1.75
152,10573,2.75
152,10666,2
152,10844,2
152,9996,2
153,10007,2
153,10024,1.25
153,10080,1.5
153,10107,2.5
153,10210,1.5
153,10213,2
153,10322,1.5
153,10359,1.25
153,10512,2
153,10668,1
153,10706,2.75
154,10026,1.25
154,10068,3
154,10168,1.5
154,10315,2
154,10376,2.25
154,10436,2.25
154,10479,2.5
154,10499,2.25
154,10667,2.5
154,10809,2.25
154,9956,2.5
154,9999,3
155,10167,1.75
155,10287,1.5
155,10325,1
155,10399,2.25
155,10811,1.75
155,9946,1.75
156,10060,1.5
156,10097,1
156,10127,1.75
156,10157,0.5
156,10171,1.5
156,10210,2
156,10275,0.75
156,10294,1
156,10358,0.5
156,10574,2.25
156,10625,0.75
156,10782,1.25
156,9949,1
157,10039,1
157,10143,1.5
157,10223,1.25
157,10247,0.75
157,10298,0.5
157,10342,1.5
157,10634,1.75
157,10706,0.75
157,10708,2
157,9999,1.25
158,10191,0.75
158,10245,0.75
158,10274,1
158,10306,1.25
158,10442,1.75
158,10499,1
158,10660,1.25
158,10840,1.75
159,10044,1
159,10342,1
159,10369,2.75
159,10386,1.5
159,10655,1.5
159,10739,1.5
159,10766,0.75
159,10804,1
159,9973,1.5
15,10149,2.25
15,10784,2
15,9961,1
160,10007,0.75
160,10029,3
160,10183,2.25
160,10191,2.25
160,10198,1
160,10282,0.75
160,10358,2.5
160,10389,3.5
160,10730,0.75
160,10793,2
160,10823,1
160,9973,2.5
160,9996,3
161,10054,2
161,10066,2.5
161,10127,2
161,10359,1.5
161,10427,2.25
161,10436,2.75
161,10437,2.5
161,10459,2.25
161,10562,3
161,10604,1
161,10614,2.5
161,10649,3.5
161,10764,1.5
161,10775,1.75
161,10838,2.75
161,9956,2
162,10092,1.25
162,10246,1.5
162,10269,4
162,10351,2.5
162,10383,2.25
162,10407,2.25
162,10418,3.5
162,10431,2.75
162,10785,3.5
162,9999,2
163,10084,1.25
163,10092,3
163,10330,1.75
163,10380,2.5
163,10488,1.25
163,10601,1
163,10756,3.25
163,10787,3
163,10801,1.75
163,9949,3
163,9964,1.75
163,9975,2
164,10012,2.75
164,10037,2.5
164,10100,1.75
164,10499,2
164,10567,2.25
164,10703,2.75
164,10747,1.5
164,10800,2.75
164,9946,1.75
165,10025,1.75
165,10075,2.5
165,10084,3
165,10115,3
165,10125,3.25
165,10147,1.75
165,10177,2.75
165,10198,2.25
165,10225,2
165,10283,2.25
165,10293,3
165,10325,2.5
165,10422,2.5
165,10498,1.5
165,10573,2
165,10625,1.75
165,10735,2.75
165,10757,2.25
165,10839,2.25
166,10284,3.75
166,10314,0.5
166,10315,1.25
166,10415,3
166,10469,2.25
166,10506,1.5
166,10568,2.25
166,10694,0.5
166,10713,1
166,10761,2.5
166,10763,2
166,10774,2.25
167,10028,2.5
167,10198,1
167,10382,1
167,10411,2
167,10413,1.5
167,10688,2
167,10806,1.25
168,10004,1.25
168,10046,2.75
168,10098,1
168,10516,2
168,10615,1.25
168,10681,1.75
168,10727,0.75
168,10756,0.75
168,10764,2
169,10064,1.25
169,10214,0.75
169,10223,1
169,10229,1
169,10337,1
169,10381,1.5
169,10580,0.25
169,10595,2.25
169,10766,0.75
169,9963,1.25
170,10054,0.25
170,10178,1
170,10399,1.25
170,10487,1.25
170,10599,2.25
170,10638,0.75
170,10814,0.5
171,10013,3.25
171,10413,2
171,10437,2
171,10487,2.5
171,10509,1.75
171,10512,1.25
171,10582,1.75
171,10672,2.25
171,10757,2
171,10766,2.5
171,10834,1
172,10400,3.25
172,10413,3.25
172,10521,2
172,10566,1.25
172,10568,2.75
172,10609,2.75
172,10657,3.5
173,10009,3.25
173,10053,3
173,10112,3
173,10312,2
173,10341,2
173,10629,2.25
173,10640,2.5
173,10828,2
173,9997,3.25
174,10052,2.5
174,10109,2.5
174,10293,2.75
174,10415,3
174,10588,2.75
174,10600,2.5
174,10633,2.5
174,10764,1.5
174,10789,2
175,10047,1.5
175,10049,2.75
175,10153,3.5
175,10159,2.25
175,10340,2.25
176,10004,2.5
176,10074,2.25
176,10207,1.25
176,10236,3.5
176,10590,2.25
176,10600,1.75
176,10631,2.5
176,10650,2.25
176,10656,3.5
176,10675,2
176,10760,2
176,9998,2.5
177,10037,1
177,10046,1.5
177,10189,1.75
177,10448,2.25
177,10481,0.75
177,10661,0.75
177,10669,2
177,10687,1
177,10774,1.5
177,10787,1.75
177,9970,1.5
178,10255,3.25
178,10370,3
178,10415,2
178,10422,1.75
178,10456,1.5
178,10669,1.5
178,10817,1.75
179,10002,0.75
179,10351,1.75
179,10427,1
179,10479,1.25
179,10782,2
179,10821,1.25
180,10033,0.75
180,10036,1.25
180,10042,1.5
180,10045,1
180,10090,1.5
180,10100,1.5
180,10510,0.75
180,10539,1.25
180,10653,0.25
180,10656,1
180,10716,1
180,10787,0.25
181,10283,1.5
181,10378,1.5
181,10472,1.25
181,10757,0.25
181,9958,0.25
181,9980,0.75
182,10043,2.25
182,10227,0.5
182,10363,2.5
182,10424,1.75
182,10474,2.75
183,10059,2.5
183,10086,1.75
183,10169,2.25
183,10214,2.5
183,10283,1.75
183,10286,3
183,10321,1
183,10537,1.75
183,10682,1.5
183,10699,2.75
183,10742,2.75
183,10828,0.75
183,9948,1.75
184,10064,2.25
184,10079,2.25
184,10148,1.5
184,10305,2
184,10375,2.75
184,10398,2.5
184,10717,2.5
184,10723,3.25
184,10742,3
184,10783,2.5
185,10126,2.75
185,10250,1.25
185,10283,2.25
185,10342,2.5
185,10551,2.75
185,10563,3.5
185,10673,3
185,10717,2
186,10023,1.5
186,10045,2
186,10197,2.25
186,10227,1.75
186,10230,2.25
186,10241,2
186,10277,1.5
186,10296,1.75
186,10323,2.25
186,10375,1
186,10376,1.75
186,10566,1.75
186,10733,2
186,10740,3
187,10001,2.5
187,10101,3
187,10201,2.5
187,10236,3.25
187,10458,2.25
187,10479,1.5
187,10521,1.25
187,10524,1.5
187,10539,2.25
187,10582,0.75
187,10638,2
187,10751,2.5
187,10766,2.5
187,10786,1.25
188,10132,1.75
188,10283,1.75
188,10362,2
188,10589,1.75
188,10661,0.5
188,10731,1.75
188,10776,0.5
188,10811,2.5
188,9946,1.75
189,10039,1
189,10099,1.25
189,10175,1.75
189,10249,1
189,10287,1
189,10289,0.5
189,10480,1.5
189,10600,1
189,10614,1.25
190,10055,0.75
190,10104,1
190,10201,1.75
190,10231,0.5
190,10329,1.25
190,10371,1.5
190,10393,1.25
190,10459,1.75
190,10491,1.25
190,10511,0.25
190,10708,1.5
191,10143,1.25
191,10539,1.25
191,10555,0.5
191,10756,1
191,10829,0.75
191,9949,1.25
191,9957,2
192,10013,1.25
192,10086,0.5
192,10138,1
192,10203,1
192,10222,0.75
192,10279,2.75
192,10294,2
192,10499,0.5
192,10509,0.75
192,10592,1.25
192,10598,0.25
192,10696,0.25
192,10717,2.5
192,10760,0.25
192,10766,1.75
192,10824,1.25
193,10271,1.75
193,10286,2
193,10296,2.5
193,10344,1
193,10479,2.75
193,10605,2.5
193,10752,2
193,10830,1.25
193,9972,1.5
194,10004,2.25
194,10052,1.25
194,10417,2.75
194,10476,2.75
194,10505,1.75
194,10541,2.75
194,10632,2.25
194,10743,2
194,10749,1.75
194,9997,1.75
195,10094,1.5
195,10120,3
195,10141,1.75
195,10191,3.75
195,10266,2
195,10347,2
195,10530,2.75
195,10561,3
195,10568,3
195,10575,3.75
195,10627,2
195,9963,4
195,9996,2.25
196,10118,2.75
196,10283,2.5
196,10468,4
196,10619,1.5
197,10082,2.5
197,10120,1.75
197,10155,2.5
197,10252,2.25
197,10414,2.5
197,10646,2
197,10760,2
197,9984,2.25
198,10200,1.5
198,10319,2.75
198,10354,2
198,10420,1.25
198,10463,2
198,10706,2.25
198,10797,1.5
198,10835,1
199,10294,2
199,10390,1.5
199,10481,0.75
199,10822,2
199,9965,1.25
199,9978,2.75
200,10021,1.25
200,10114,1.75
200,10293,2.25
200,10339,2.75
200,10480,0.75
200,10489,1
200,10512,2.25
200,10585,1.5
200,10643,0.75
200,10772,1.25
200,10780,1
200,10823,2.25
201,10210,2
201,10284,2
201,10363,0.25
201,10364,0.75
201,10463,1.5
201,10498,2.5
201,10640,1.75
201,10692,1.25
201,10783,1
202,10142,0.75
202,10155,1.75
202,10227,2.25
202,10236,1.25
202,10242,1
202,10271,1.75
202,10358,1.5
202,10377,1
202,10706,1
202,10811,2.25
202,10824,2
202,10838,1.75
203,10407,1.75
203,10445,0.75
203,10670,1.25
203,10789,0.75
204,10031,3.25
204,10061,2.25
204,10070,2.75
204,10204,1.75
204,10469,2.5
204,10488,2.5
204,10510,1.5
204,10515,2.75
204,10539,2
205,10070,2.75
205,10126,2
205,10232,4
205,10246,1.5
205,10422,1.75
205,10444,2.75
205,10469,3
205,10515,2.75
205,10525,1.75
205,10640,2.75
205,10676,2.25
205,10830,2.25
206,10074,2.75
206,10204,2.5
206,10246,1.25
206,10261,4.5
206,10286,3
206,10385,3.75
206,10420,2.25
206,10593,3
206,10600,3.5
206,10648,2.75
206,10691,3.75
206,10725,2.75
206,10768,1.75
206,9968,2.5
206,9992,1.25
207,10043,2.25
207,10129,2.75
207,10250,2.75
207,10292,3.25
207,10310,3.75
207,10393,1.75
207,10543,2
207,10546,2.25
207,10689,4
207,10712,2.75
207,10728,1.25
207,10763,1.25
207,9968,2.75
207,9981,2
207,9988,3.25
207,9997,3
208,10143,3
208,10164,3
208,10186,1.75
208,10285,1.25
208,10337,3.25
208,10412,1
208,10437,2.75
208,10512,2
208,10515,2
208,10615,3
208,10682,3.25
208,10749,1.5
209,10150,2.75
209,10419,1
209,10443,3.25
209,10667,2.5
209,10706,3.75
209,10773,1.5
209,9946,1.75
210,10125,1.75
210,10129,0.75
210,10312,3
210,10343,1.5
210,10523,0.75
210,10689,2
210,10732,2.25
210,10740,1.5
210,10796,1
210,10818,1.5
210,9946,1.5
211,10247,2.25
211,10315,1.25
211,10412,1
211,10549,0.75
211,10596,1
211,10637,1.5
211,10713,1
211,9956,0.75
211,9981,0.75
211,9998,2
212,10018,1.5
212,10031,1.25
212,10092,0.5
212,10236,3
212,10293,2.75
212,10297,1.75
212,10372,2.25
212,10503,1.25
212,9978,1.75
213,10043,1
213,10400,1.25
213,10447,1.5
213,10563,0.25
213,10773,0.5
213,9967,2.5
213,9994,1.25
214,10029,0.25
214,10054,2.25
214,10211,2.25
214,10275,0.25
214,10294,1.75
214,10310,1.5
214,10338,1.5
214,10347,0.75
214,10436,0.75
214,10459,1.25
214,10539,0.75
214,10625,1.75
214,10659,0.25
214,10840,1.75
215,10035,1.25
215,10340,3.5
215,10351,2.75
215,10407,1.5
215,10515,2
215,10568,2
215,10624,2
215,10800,1.5
215,9992,2.5
216,10099,1.5
216,10111,2.25
216,10280,2.25
216,10436,3.75
216,10627,1.5
216,10642,1.5
216,10656,2
216,9967,1.75
216,9993,2.25
217,10045,1.5
217,10094,2.5
217,10194,0.75
217,10432,3.25
217,10467,2.25
217,9959,2.5
218,10048,1.25
218,10158,2.5
218,10169,2.5
218,10355,1.75
218,10357,2.75
218,10407,2.5
218,10434,2.25
218,10552,1.5
218,10560,1.75
218,10585,2.75
218,10615,3
218,10672,3
218,10733,1.25
218,10760,2.75
218,10772,3
218,9989,2.5
219,10139,2.5
219,10232,1
219,10370,2.75
219,10386,2.75
219,10432,3.25
219,10592,1.75
219,10629,2.5
219,10635,3
219,10762,2.75
219,10782,1.5
219,9978,2.75
220,10097,2.75
220,10292,2.25
220,10296,2.5
220,10420,2.25
220,10572,3.25
220,10573,2.5
220,10578,1.5
220,10655,3
220,9982,3
221,10185,0.75
221,10283,1.5
221,10399,1.75
221,10473,2.75
221,10774,2.75
222,10029,0.5
222,10115,2
222,10121,1.25
222,10438,2.25
222,10453,2.75
222,10469,2.25
222,10529,2
222,10574,1.75
222,10633,2.5
222,10643,1
222,9973,2
222,9994,2
223,10074,0.75
223,10089,0.25
223,10170,1.75
223,10183,1
223,10214,1.75
223,10406,2.5
223,10696,0.25
223,10738,0.75
223,10772,0.5
223,10821,1.25
223,10846,2.75
224,10080,2
224,10147,2
224,10200,1.25
224,10243,1
224,10284,1
224,10287,1
224,10354,1
224,10447,1
224,10650,1
224,10821,1.5
224,10823,1.75
224,10834,1.75
224,9978,2
225,10039,0.25
225,10041,1.5
225,10161,0.75
225,10218,1
225,10319,1.75
225,10405,1.5
225,10574,1.5
225,10600,1
225,10642,1.5
225,10766,1.25
225,9947,1
225,9951,1
226,10144,1.75
226,10150,2.5
226,10168,1.75
226,10182,2
226,10200,2
226,10277,1.75
226,10300,2.25
226,10347,1.5
226,10367,2.5
226,10410,2.25
226,10546,2.25
226,10668,1.5
226,10742,0.25
226,10801,2.25
227,10082,1.5
227,10243,2
227,10297,2.5
227,10489,2
227,10560,2
227,10594,2
227,10681,2.5
227,10688,1.25
227,9984,1.5
227,9996,2.25
228,10011,1.75
228,10624,1.25
228,10651,1.75
228,9981,0.5
228,9989,1.5
229,10147,1.75
229,10187,2.75
229,10203,1.75
229,10316,2.5
229,10352,1
229,10455,2.25
229,10474,2.5
229,10506,3.5
229,10519,2.25
229,10524,2.25
229,10574,1.75
229,10581,1.75
229,10719,3.75
229,9967,1.25
230,10025,2.5
230,10511,2
230,10735,1.5
231,10080,3
231,10084,2.5
231,10086,1.75
231,10100,2
231,10277,3
231,10278,1
231,10287,2.5
231,10414,2.5
231,10442,2.5
231,10443,2.75
231,10459,3
231,10509,1.75
231,10524,2.25
231,10688,2.25
231,10738,2
231,10740,1
231,10760,2.5
231,10809,3.75
232,10048,2.25
232,10197,2.25
232,10345,2
232,10422,1.75
232,10562,3.75
232,10573,2.5
232,10663,3.25
232,10667,1.5
232,10713,3.25
232,10729,2.5
232,10766,3.5
233,10023,2.25
233,10059,1
233,10159,2.25
233,10193,3
233,10277,1.25
233,10287,2.25
233,10338,1.5
233,10359,2
233,10467,2.25
233,10505,2.5
233,10512,2
233,10549,1.5
233,10580,2.75
233,10639,2.25
233,10830,2
233,9989,2.25
234,10211,2.5
234,10301,3
234,10350,2.25
234,10351,3
234,10392,2
234,10409,2
234,10482,1.25
234,10505,2.5
234,10648,2.25
234,10704,2.25
234,10714,2.25
234,9963,2
235,10061,3.25
235,10093,2.5
235,10190,2.5
235,10370,2
235,10422,2.5
235,10432,2.5
235,10438,2.5
235,10522,2
235,10543,0.75
235,10573,2
235,10645,1.25
235,10687,1.5
235,10801,2
236,10030,0.25
236,10080,0.5
236,10101,2
236,10112,2.5
236,10115,1.75
236,10255,2.25
236,10358,1.75
236,10436,0.5
236,10479,1.75
236,10484,2
236,10505,2.5
236,10515,2.25
236,10577,1.75
236,10624,2.5
236,10742,2.5
236,10746,3
236,10769,2.25
236,10796,1.25
236,10841,2
236,9966,3.25
237,10166,1.5
237,10251,0.75
237,10302,1.25
237,10512,2.75
237,10551,2.5
237,10708,1.25
237,10744,1
238,10013,1.25
238,10174,1.75
238,10206,1.25
238,10297,0.25
238,10347,1
238,10411,2.25
238,10437,0.5
238,10606,1.25
238,10740,1.75
238,10783,1.5
239,10085,1
239,10370,1.75
239,10397,1.25
239,10560,2.75
239,10576,1.75
239,10655,2
239,10775,2
239,10808,1.25
239,9972,1.75
240,10062,1.25
240,10274,2.25
240,10283,2.25
240,10523,2.25
240,10623,3
240,10629,1.5
240,10753,2.75
240,9998,1.75
241,10018,2.5
241,10212,2
241,10303,2.25
241,10347,2
241,10442,0.75
241,10448,2.5
241,10530,2.25
242,10048,2
242,10116,2
242,10160,2.25
242,10178,2.75
242,10214,2.75
242,10283,3.5
242,10310,3.25
242,10394,2.5
242,10425,3.75
242,10489,3
242,10563,2.5
242,9977,2
243,10077,2.5
243,10216,2.5
243,10220,1.5
243,10369,1.5
243,10411,2
243,10430,2.75
243,10453,2.75
243,10801,2.25
243,9987,2.75
244,10092,2
244,10227,1.25
244,10241,3
244,10264,1.5
244,10355,1.75
244,10392,2
244,10446,2.75
244,10612,3.25
244,10684,1.5
244,10823,2
244,9987,2.5
245,10175,2.25
245,10210,2.75
245,10250,2.25
245,10355,2.5
245,10414,2.25
245,10561,2
245,10573,2.5
245,10671,3
245,10717,2.5
245,10752,3
245,10756,3
245,10812,3
246,10101,1.75
246,10177,1.25
246,10201,1.25
246,10408,1.5
246,10543,2.75
246,10552,2.75
246,10569,2
246,10692,1.75
246,10781,1.75
246,10844,2.25
247,10084,2.25
247,10142,2
247,10200,3.25
247,10243,1.5
247,10250,0.25
247,10401,2
247,10432,1.75
247,10715,2.5
247,10746,2.5
247,9980,1.25
248,10194,1
248,10220,2.25
248,10321,1
248,10339,1.75
248,10458,0.75
248,10533,0.5
248,10669,2.25
248,10676,0.75
248,10677,2.25
248,10763,1.75
248,10818,0.5
249,10025,0.75
249,10106,2
249,10143,0.75
249,10175,1
249,10299,0.75
249,10354,0.25
249,10366,0.75
249,10427,1.5
249,10603,1.5
249,10650,0.25
249,10717,1.25
249,10731,0.75
249,10784,0.75
249,10793,0.75
249,10804,2.25
249,10840,1.5
250,10045,2
250,10344,1.5
250,10453,1.25
250,10473,0.25
250,10580,1.25
250,10581,2
250,10688,1
250,10712,1.75
250,10832,0.75
251,10014,1.25
251,10058,1.5
251,10141,1.5
251,10172,3.75
251,10180,3.25
251,10235,1.5
251,10458,1
251,10595,1
251,10711,2.5
251,10778,1.75
251,9980,2.5
251,9991,1.75
251,9992,2.75
252,10088,3.25
252,10355,1
252,10393,1.75
252,10453,1.5
252,10469,1.75
252,10546,2.5
252,10548,1.75
252,10753,2.25
252,10781,2
252,9995,3.25
253,10053,3.5
253,10074,3.25
253,10103,2
253,10182,4
253,10230,2.5
253,10231,2.75
253,10373,3.75
253,10666,1.5
253,10781,3
253,9967,0.75
254,10040,2
254,10148,2
254,10210,2
254,10304,2.25
254,10614,3
254,10655,3.5
254,10656,3
254,10716,3
254,10719,3.25
254,10792,2
254,10810,2
255,10024,3.25
255,10048,1.25
255,10092,2.75
255,10113,2
255,10345,2
255,10432,1.75
255,10448,2.5
255,10502,2
255,10692,2.25
255,9950,2.25
256,10025,2.5
256,10106,2.25
256,10197,2.25
256,10255,3.5
256,10299,2.25
256,10370,3.5
256,10437,2.5
256,10476,2.5
256,10764,2.25
256,10844,2.25
257,10231,2.25
257,10275,1.25
257,10446,2
257,10460,1.25
257,10650,0.75
257,10690,0.75
257,10778,1.75
257,10796,1.25
257,10808,1.5
258,10004,0.75
258,10145,2.5
258,10184,2
258,10190,1.75
258,10200,1.5
258,10231,1.75
258,10243,1
258,10274,1
258,10300,2
258,10405,2
258,10582,1
258,10605,1.25
258,10681,2.75
258,10795,1.5
259,10124,1.5
259,10164,1.5
259,10247,0.25
259,10259,0.25
259,10339,2
259,10480,3
259,10562,1
259,10814,2.75
260,10163,1.5
260,10255,2.25
260,10300,2
260,10399,1.25
260,10464,1
260,10542,0.75
260,10668,2.5
260,10712,1.25
260,10810,0.75
260,9957,2
261,10039,0.25
261,10046,1.5
261,10120,2
261,10168,1
261,10409,0.75
261,10490,1
261,10773,0.5
261,9972,1.25
262,10021,2.25
262,10141,3.5
262,10207,3.25
262,10293,2.25
262,10494,1.5
262,10498,2.25
262,10643,2.5
262,10689,2
262,10748,1.5
262,10751,2.75
263,10338,2.25
263,10432,2.5
263,10465,2
263,10487,2.25
263,10609,2.25
263,10653,3
263,10803,3.75
263,9949,1.75
264,10004,2.75
264,10054,2.25
264,10187,2.75
264,10199,4
264,10206,3.25
264,10245,3.75
264,10494,1.75
264,10523,3
264,10553,2.25
264,10649,3
264,10738,1.75
265,10195,2.5
265,10246,2.25
265,10347,2.25
265,10385,3
265,10409,3
265,10425,2
265,10590,2.5
265,10725,3
265,10750,2.5
265,9956,2.75
265,9968,1.75
266,10116,2
266,10164,2.75
266,10455,2.75
266,10763,1.5
266,10778,2
267,10122,3
267,10247,2
267,10340,2
267,10647,2.25
267,9965,2
268,10148,1.5
268,10164,1
268,10378,1
268,10461,0.75
268,10540,2.5
268,10574,2
268,10649,2.25
268,10689,2
268,10802,2.25
268,9981,0.75
268,9995,1.75
269,10115,2.25
269,10202,2.5
269,10210,2.75
269,10243,0.25
269,10298,0.5
269,10381,2
269,10432,0.75
269,10561,2.5
269,10625,1
269,10635,2.25
269,10749,2
269,9961,1.5
270,10007,2
270,10229,1.5
270,10337,2
270,10448,1.25
270,10452,0.75
270,10484,1.5
271,10024,2.25
271,10029,1.25
271,10107,1.5
271,10109,1
271,10218,1.5
271,10638,1
271,10642,0.5
271,10683,1
271,10766,0.5
271,10787,1.25
271,10821,1.25
271,9958,1.5
271,9972,1
272,10327,1.25
272,10329,1
272,10413,1.25
272,10677,1.75
272,9989,1.25
273,10062,2.5
273,10141,2.25
273,10147,1.75
273,10184,1.75
273,10306,2.75
273,10672,2.75
273,10743,1.75
273,10763,1
273,9949,2.5
274,10068,3.25
274,10107,2.25
274,10145,1.75
274,10177,3
274,10255,1.75
274,10338,2.5
274,10393,2.25
274,10411,0.75
274,10451,1.5
274,10602,1.25
274,10766,2.25
274,10806,1.75
274,10827,1.75
274,9967,0.75
275,10045,2.25
275,10195,3.25
275,10207,3.5
275,10303,3.25
275,10316,2.75
275,10341,2.75
275,10378,2.25
275,10510,3
275,10521,3
275,10689,2.75
275,10690,2.75
275,9957,2
276,10041,1.75
276,10116,3
276,10145,2
276,10162,2.25
276,10165,2.25
276,10262,2.25
276,10281,2.75
276,10602,1.75
276,10681,3.5
277,10012,2.75
277,10134,1.5
277,10407,2.75
277,10425,3
277,10476,3
277,10588,3.25
277,10784,2.75
277,9989,1.75
278,10084,3.25
278,10125,2.25
278,10140,2
278,10168,1.25
278,10229,1.75
278,10268,2.75
278,10294,1
278,10315,1.5
278,10562,1.75
278,10580,1.5
278,10637,1.75
278,10695,1
278,10702,3
278,10706,2.25
279,10049,2
279,10112,1.25
279,10532,1.75
279,10561,2.25
279,10757,2.25
279,10815,1
27,10025,0.75
27,10176,1.5
27,10185,0.25
27,10414,1.25
27,10810,0.25
27,10844,1
280,10001,1.25
280,10144,0.25
280,10268,1.5
280,10337,1.5
280,10388,1.25
280,10392,2.25
280,10504,2
280,10645,1.25
280,10666,1
280,10672,1
280,10674,1
280,10737,1.25
280,10845,1
280,9952,1.25
281,10122,1
281,10161,1.75
281,10197,0.5
281,10204,1.25
281,10315,1.25
281,10386,1
281,10392,0.75
281,10394,1.25
281,10487,1.75
281,10489,1.75
281,10499,0.25
281,10548,0.25
281,10690,1
281,10703,2
281,9947,2.25
281,9952,1.5
282,10045,1.25
282,10066,0.5
282,10231,1.75
282,10268,0.25
282,10396,1
282,10468,1.5
282,10511,1
282,10633,1
282,10702,1.5
282,10824,1
283,10058,1
283,10082,0.25
283,10107,0.25
283,10291,0.5
283,10300,1.25
283,10378,0.25
283,10437,0.75
283,10645,1.25
283,10832,0.75
283,9981,1.75
283,9991,1.25
284,10019,2.5
284,10113,2.25
284,10263,2
284,10415,1.25
284,10516,2.25
284,10539,3
284,10546,1.25
284,10575,2
284,10623,3.25
284,10716,2.75
285,10212,2.5
285,10308,3.25
285,10476,2.5
285,10818,2.75
285,9992,1.5
286,10206,1.75
286,10243,3
286,10279,2.25
286,10359,2.5
286,10374,4
